Gender,Height,Weight
0,73.84701702,241.8935632
0,68.78190405,162.3104725
0,74.11010539,212.7408556
0,71.7309784,220.0424703
0,69.88179586,206.3498006
0,67.25301569,152.2121558
0,68.78508125,183.9278886
0,68.34851551,167.9711105
0,67.01894966,175.9294404
0,63.45649398,156.3996764
0,71.19538228,186.6049256
0,71.64080512,213.7411695
0,64.76632913,167.1274611
0,69.2830701,189.4461814
0,69.24373223,186.434168
0,67.6456197,172.1869301
0,72.41831663,196.0285063
0,63.97432572,172.8834702
0,69.6400599,185.9839576
0,67.93600485,182.426648
0,67.91505019,174.1159291
0,69.43943987,197.7314216
0,66.14913196,149.173566
0,75.20597361,228.7617806
0,67.89319634,162.0066518
0,68.1440328,192.3439766
0,69.08963143,184.4351744
0,72.80084352,206.8281894
0,67.42124228,175.2139224
0,68.49641536,154.3426389
0,68.61811055,187.5068432
0,74.03380762,212.9102253
0,71.52821604,195.0322432
0,69.1801611,205.1836213
0,69.57720237,204.1641255
0,70.40092889,192.9035151
0,69.07617117,197.4882426
0,67.19352328,183.8109732
0,65.80731565,163.8518249
0,64.30418789,163.1080171
0,67.97433623,172.1355974
0,72.18942596,194.0454049
0,65.27034552,168.6177462
0,66.09017738,161.1934326
0,67.51032152,164.6602773
0,70.10478626,188.9223032
0,68.25183644,187.0605522
0,72.17270912,209.0708634
0,69.17985762,192.0143354
0,72.87036015,211.3424968
0,64.78258298,165.6116262
0,70.18354989,201.0719181
0,68.49145025,173.4239603
0,67.33083088,181.4076793
0,66.99094408,169.7377074
0,66.4995499,163.3095283
0,68.35305665,189.7102099
0,70.77445907,192.1248473
0,71.21592367,198.1984641
0,70.01336535,209.5264998
0,71.40318222,198.7597927
0,69.55200509,198.0795237
0,73.81853456,195.2906122
0,66.99688275,164.943303
0,71.41846589,179.8639023
0,65.27930021,155.2504207
0,68.27419147,184.5193912
0,72.76536995,220.6780415
0,68.0993798,183.3126553
0,68.89670607,196.4513123
0,69.28950996,184.5956083
0,70.52322452,207.5328385
0,69.66372523,177.2009288
0,67.59526881,163.1080022
0,72.50812038,216.2182301
0,71.2529856,204.6554938
0,71.80918689,200.9205712
0,72.24516548,220.9017699
0,66.51262766,196.4498603
0,66.029034,168.64081
0,67.57715394,181.432713
0,68.2465686,198.6586733
0,73.826127,237.9167359
0,69.80246436,173.0412559
0,65.95957778,160.6839166
0,71.07901758,188.6029191
0,66.59619654,208.345694
0,68.95153509,193.4351185
0,68.24446179,174.1096938
0,72.31682512,197.3685892
0,71.81542045,201.6206667
0,65.23704952,181.0119732
0,70.64053009,182.122486
0,64.7319256,177.5492634
0,67.10355118,164.9745807
0,65.11748489,165.7171122
0,71.70123402,193.0941635
0,66.83287821,180.683887
0,66.47127526,172.7737229
0,69.41152622,177.4706162
0,70.05217747,200.8187373
0,66.74360465,167.7397753
0,66.27432912,154.3956248
0,68.32844799,177.9847286
0,70.0758882,183.938857
0,68.73298815,179.2047821
0,67.55605126,158.5679874
0,66.25363253,166.5035316
0,69.18220268,171.9836776
0,67.60910494,174.3641824
0,69.29273802,187.7453519
0,68.19068401,201.4879624
0,71.6070858,204.9270121
0,69.19685751,178.6855465
0,67.26196098,164.0144277
0,73.6851934,223.2700044
0,69.53721501,202.9583063
0,68.31155984,189.3917856
0,67.73896347,178.1705556
0,71.7057626,223.2993352
0,63.6322646,167.0287067
0,68.72119846,180.468682
0,66.94934165,164.4391456
0,62.70698974,149.9696184
0,72.25840892,192.9102666
0,70.90865306,201.8839987
0,67.6098436,179.868026
0,70.80155896,196.4677247
0,69.30476905,187.5516495
0,66.24289834,171.6931597
0,67.49219298,191.6996048
0,65.80624829,165.8506478
0,71.44370566,185.6627413
0,68.46440582,178.2818007
0,63.9879246,150.9790513
0,71.00189769,209.9293234
0,68.13972419,174.1578043
0,68.39540025,179.8789771
0,68.09621975,167.7471412
0,68.14059036,183.0446604
0,68.86009031,169.5568208
0,66.14885254,173.4316727
0,66.20603205,180.8895546
0,67.43212021,183.5089329
0,69.47110603,205.9779102
0,70.51585969,183.7598452
0,71.33837604,201.9544955
0,71.00194477,216.1200947
0,66.20234771,159.3903237
0,72.54330705,210.3364247
0,67.47935176,178.6183502
0,65.35041056,146.7397976
0,70.84406242,195.937015
0,69.93847526,170.1758538
0,64.73981548,169.6540541
0,69.30840288,198.3786936
0,68.83846286,179.9077169
0,61.93732327,147.2636865
0,68.59333554,176.9842511
0,65.21857558,185.4677884
0,64.33364811,177.4938023
0,68.7489067,169.8274774
0,72.4896554,198.5816982
0,67.23393092,203.3503393
0,67.26360484,193.2176727
0,65.11850428,178.1349452
0,66.26282004,162.7795834
0,67.70167966,159.2865106
0,65.53069597,172.114312
0,69.86896981,201.8370426
0,68.48187536,170.3523296
0,72.21396335,205.3897607
0,68.17953269,169.7877681
0,71.98120654,200.4373105
0,66.06513673,178.588954
0,66.65616417,168.0140297
0,67.5994242,177.7664258
0,68.24594409,193.277624
0,64.80862144,162.3795406
0,67.49221827,183.3838244
0,68.18073071,181.0560953
0,69.5533849,210.871799
0,66.40224967,165.5684991
0,66.59215711,196.1484498
0,71.93588658,202.0464252
0,68.28704173,170.4136025
0,69.9554512,201.9480853
0,71.85112915,193.3869846
0,65.75549864,179.8556896
0,67.03185208,156.489935
0,76.70983486,235.0354188
0,72.57112137,230.560535
0,69.7288049,203.895655
0,72.799224,218.2163966
0,72.53935407,222.6671779
0,72.29474338,208.4748659
0,67.25332482,180.77978
0,75.94446038,231.9247485
0,66.31623192,170.5938581
0,71.15605349,188.2714563
0,71.19220229,196.0615292
0,72.19751201,214.6035842
0,75.14082143,224.1242713
0,64.41152936,158.5793973
0,64.73442436,166.5011147
0,63.41458714,160.1406156
0,67.84866523,176.1726343
0,65.93178483,174.4852947
0,70.96655044,193.9064988
0,67.58074728,186.9916067
0,68.58927044,173.5957961
0,70.32475344,193.3465603
0,72.39448041,208.436509
0,70.82085671,206.0329778
0,65.90330126,172.575231
0,74.79537502,232.6354028
0,67.68091903,177.2401455
0,67.15596277,175.6466902
0,71.77484122,212.6261023
0,64.66523194,166.969204
0,68.12276836,196.4144153
0,66.78692724,165.4312422
0,66.80584984,176.5658186
0,67.8860138,174.6520347
0,69.17357692,195.2375293
0,70.22492333,205.6844384
0,64.85579918,158.3414424
0,67.82109327,169.0810083
0,63.44024747,135.6558759
0,71.84843485,218.1574695
0,66.72807365,155.8995413
0,71.96830565,201.5281774
0,76.02134748,235.9260606
0,71.47610128,195.3926176
0,67.36980864,176.6361636
0,70.55524376,198.4602486
0,69.86710128,185.71691
0,67.94757004,177.3477798
0,74.10455886,215.7597035
0,69.1678363,187.0224203
0,66.55722857,171.5878843
0,66.70160499,172.8398091
0,67.24606495,168.2802869
0,69.05138548,163.8204889
0,70.67274718,190.0234342
0,65.49899512,156.8699517
0,65.18722085,172.6064826
0,67.56814301,169.063983
0,73.81538569,231.3745081
0,71.60656421,207.2504768
0,67.72474924,172.1527722
0,68.23113195,199.827758
0,65.92942171,168.0904122
0,71.54849571,197.8196148
0,69.16438112,196.892315
0,68.59765932,180.2217801
0,71.05751089,189.1340124
0,63.64405958,158.4227173
0,71.1824554,208.9226827
0,66.12867317,187.1411195
0,65.05737312,157.5824315
0,68.09137436,181.644445
0,70.9931439,204.7466782
0,74.22117488,231.1301898
0,69.32711818,186.2584296
0,64.93134219,181.0938696
0,68.34684231,198.9209797
0,70.92912508,203.3704632
0,61.4778092,161.0287521
0,68.49081272,189.8066818
0,72.04988987,200.2028285
0,72.52166703,221.8626503
0,71.23391139,214.0601482
0,72.25911519,201.7014216
0,67.5650399,187.1870936
0,72.26760699,196.5274669
0,62.600248,151.7207037
0,66.23643729,167.2975303
0,69.65043741,198.843696
0,69.28592141,178.789548
0,70.72527874,193.5392521
0,68.82861496,197.737905
0,66.01442823,184.4618115
0,66.41488206,155.1947717
0,66.61562439,160.9919899
0,68.03482178,189.0844617
0,70.50239804,172.9857771
0,69.15772949,195.8952569
0,70.79502261,215.7464553
0,65.19437712,166.7073731
0,74.78571432,239.4643429
0,71.06690628,184.2792458
0,69.33419779,199.9838909
0,69.89920395,191.4122311
0,64.42519379,169.1094014
0,67.8521307,194.7445225
0,67.54906949,183.2665331
0,74.76744684,210.3699087
0,71.41894599,198.0424839
0,67.12034439,172.6640904
0,69.85958791,197.0708562
0,68.43081339,190.50581
0,67.93348261,184.5554831
0,68.49534316,179.9298166
0,65.24414341,159.5032198
0,70.18535205,197.8845071
0,71.10413316,217.2696052
0,68.44757854,187.907426
0,65.42057682,176.8616842
0,67.70078811,185.1482021
0,74.22306306,223.3080403
0,71.16724587,206.9429818
0,67.23077189,171.0169406
0,67.88055919,175.222848
0,67.37637547,173.3103956
0,68.76124693,181.1259735
0,71.7052725,202.6090083
0,69.38099479,199.85092
0,73.71652763,223.5147223
0,69.45337621,219.2617067
0,70.78628981,211.2160809
0,71.76846374,200.798983
0,69.34345396,208.8097753
0,65.28602551,161.4200817
0,70.92184441,207.8359446
0,68.59666269,180.8312378
0,68.60379643,176.8154762
0,69.47874412,194.6037685
0,65.93089621,163.0084317
0,68.5233453,173.2706572
0,73.92912413,215.6200354
0,71.19793782,210.134529
0,66.55658687,185.0423241
0,71.74227623,187.9653554
0,69.74482933,188.1811248
0,66.75065413,179.5420171
0,69.69242226,211.718429
0,70.40351683,197.6921421
0,69.01973611,186.287992
0,64.73228716,166.1060724
0,70.99807444,188.81177
0,64.45981425,161.3787732
0,69.74952258,193.4762588
0,71.52684881,189.2822461
0,68.32791586,207.7849246
0,70.76472016,199.3230943
0,71.41904963,209.8582566
0,69.39047409,180.1754728
0,72.00173222,196.2144145
0,69.19147497,189.4388404
0,66.16636328,165.5146074
0,67.272143,182.3943347
0,70.9158354,189.5576375
0,69.11988779,189.6259141
0,67.40902587,170.1913254
0,72.93864904,216.0974547
0,70.4909287,177.0677744
0,69.00825946,196.0511888
0,66.76210992,167.7004962
0,69.12066373,179.6078701
0,73.12626719,220.6614051
0,67.4868239,164.2952413
0,64.95507833,156.5447863
0,67.78248907,183.681029
0,67.6623988,170.3054935
0,66.47639701,168.6272639
0,72.9870702,209.6379745
0,69.56323228,195.346027
0,71.00356014,194.3226014
0,69.91563736,219.3679167
0,71.69714179,205.1617483
0,67.64994086,178.8826337
0,68.29555456,181.7249315
0,68.68725567,203.5603338
0,68.91577165,165.1558987
0,68.96087967,197.9314296
0,67.2472352,173.284033
0,68.91586364,183.9477889
0,65.8385445,139.5340469
0,64.67107555,160.1885313
0,66.29589772,163.6040022
0,67.09758575,193.9551074
0,66.99828973,189.8933425
0,70.9619709,184.223932
0,68.4208722,190.7955422
0,67.65252759,188.2006794
0,75.62019316,226.2077799
0,70.54924202,197.8793731
0,68.89083891,190.5134869
0,68.28453192,176.2465834
0,64.99507826,177.7270945
0,65.57577154,173.6915922
0,69.30608824,210.4636875
0,65.70471542,170.1005633
0,67.80399101,173.4598918
0,69.21614731,184.9366903
0,68.01500601,194.2869459
0,61.92694894,149.1496848
0,67.26636272,192.4707696
0,67.67682185,179.750808
0,69.97090362,202.863293
0,65.31346154,163.3573315
0,71.90600544,217.0277146
0,66.23390404,183.1612325
0,65.81494282,166.5836105
0,72.84494786,205.2508892
0,70.94944345,189.7030888
0,71.34380763,218.5863364
0,71.05566416,203.139433
0,61.92554729,139.9050703
0,68.76245756,196.2938059
0,67.58394143,179.9370112
0,67.36169467,164.1459224
0,65.87915656,168.1748644
0,68.69476215,189.7425419
0,69.53486155,195.1703915
0,66.63469083,190.4679588
0,69.80990157,204.4265983
0,68.67987369,196.1516228
0,71.61517875,209.6707739
0,69.68979533,190.9334005
0,70.90108637,197.9448324
0,68.00581399,186.7803378
0,70.61574398,188.6638321
0,71.57119416,176.3766428
0,73.01286326,209.3294834
0,60.74811787,136.1678657
0,69.08211963,190.9351825
0,69.33873763,191.4456543
0,67.75713771,184.9382299
0,76.02708186,232.313471
0,72.22761616,201.778854
0,68.92104135,188.3288071
0,65.33492768,174.6556973
0,65.93240345,183.9433388
0,70.46668931,187.517442
0,73.18104362,213.8474529
